,car_age,car_age_category,car_brand,car_city,car_country,car_fuel,car_id,car_mileage,car_model,car_price
24131,3,New,Chery,Rostov-on-Don,CN,gasoline,24131,26.2k,Tiggo 4,1889.9k
24154,4,Middle,Mazda,Rostov-on-Don,JP,gasoline,24154,40.0k,CX-5,2999.9k
24195,5,Middle,Kia,Rostov-on-Don,KR,gasoline,24195,91.0k,Soul,1569.0k
24197,2,New,Chery,Rostov-on-Don,CN,gasoline,24197,15.0k,Tiggo 4 Pro,1697.0k
24199,4,Middle,Hyundai,Rostov-on-Don,KR,gasoline,24199,42.0k,Elantra,2159.0k
24232,13,Old,Opel,Rostov-on-Don,DE,gasoline,24232,164.3k,Corsa,865.0k
24265,7,Middle,Hyundai,Rostov-on-Don,KR,gasoline,24265,108.0k,Creta,1899.0k
24269,1,New,Kia,Rostov-on-Don,KR,gasoline,24269,9.7k,K5,3780.0k
24279,4,Middle,Hyundai,Rostov-on-Don,KR,gasoline,24279,43.0k,Elantra,2300.0k
24290,9,Middle,Kia,Rostov-on-Don,KR,diesel,24290,150.0k,Sorento,2350.0k
24293,6,Middle,Toyota,Rostov-on-Don,JP,diesel,24293,115.1k,Land Cruiser,8549.0k
24300,11,Old,Lada,Kazan,RUS,gasoline,24300,181.6k,Granta,485.0k
24301,9,Middle,Lada,Kazan,RUS,gasoline,24301,97.0k,Granta,539.0k
24306,2,New,Chery,Rostov-on-Don,CN,gasoline,24306,41.0k,Tiggo 4,2000.0k
24315,1,New,Lada,Krasnodar,RUS,gasoline,24315,41,Granta,1070.0k
24350,7,Middle,Kia,Rostov-on-Don,KR,gasoline,24350,131.2k,Ceed,1895.0k
24381,3,New,Lada,Krasnodar,RUS,gasoline,24381,64.9k,Granta,999.0k
24388,3,New,Lada,Krasnodar,RUS,gasoline,24388,52.6k,Granta,930.0k
24389,5,Middle,Lada,Krasnodar,RUS,gasoline,24389,88.0k,Granta,699.0k
24398,4,Middle,Kia,Rostov-on-Don,KR,gasoline,24398,80.0k,Optima,1150.0k
24426,4,Middle,Mazda,Rostov-on-Don,JP,gasoline,24426,40.0k,CX-5,2999.9k
24432,17,Old,Hyundai,Rostov-on-Don,KR,gasoline,24432,131.6k,Accent,610.0k
24455,28,Old,Toyota,Rostov-on-Don,JP,diesel,24455,212.0k,Land Cruiser Prado,2800.0k
24467,12,Old,Renault,Rostov-on-Don,FR,gasoline,24467,183.4k,Logan,624.0k
24484,4,Middle,Kia,Rostov-on-Don,KR,gasoline,24484,128.3k,K5,2849.0k
24492,7,Middle,Lada,Krasnoyarsk,RUS,gasoline,24492,134.0k,Granta,778.0k
24508,16,Old,Kia,Rostov-on-Don,KR,gasoline,24508,229.2k,Ceed,725.0k
24535,16,Old,Honda,Rostov-on-Don,JP,gasoline,24535,245.0k,Civic,830.0k
24555,11,Old,Infiniti,Rostov-on-Don,JP,gasoline,24555,136.6k,QX70,2299.9k
24568,5,Middle,Lada,Makhachkala,RUS,gasoline,24568,90.0k,Granta,1200.0k
24573,9,Middle,Chevrolet,Rostov-on-Don,USA,gasoline,24573,155.0k,Aveo,870.0k
24575,5,Middle,BMW,Rostov-on-Don,DE,diesel,24575,82.0k,X5,8900.0k
24619,8,Middle,Hyundai,Rostov-on-Don,KR,gasoline,24619,125.2k,i40,1680.0k
24627,10,Old,Audi,Rostov-on-Don,DE,gasoline,24627,162.0k,A4,1546.0k
24628,16,Old,Chevrolet,Rostov-on-Don,USA,gasoline,24628,162.0k,Lanos,180.0k
24644,3,New,Mitsubishi,Rostov-on-Don,JP,gasoline,24644,19.9k,Outlander,3349.0k
24645,22,Old,Honda,Rostov-on-Don,JP,gasoline,24645,326.6k,Odyssey,890.0k
24646,11,Old,Ford,Rostov-on-Don,USA,gasoline,24646,186.0k,Focus,860.0k
24649,16,Old,Hyundai,Rostov-on-Don,KR,gasoline,24649,194.4k,Accent,540.0k
24668,17,Old,Mitsubishi,Rostov-on-Don,JP,gasoline,24668,381.4k,Galant,830.0k
24669,5,Middle,Kia,Rostov-on-Don,KR,gasoline,24669,73.0k,Rio X (X-Line),1690.0k
24680,7,Middle,Lada,Makhachkala,RUS,gasoline,24680,77.0k,Granta,850.0k
24687,1,New,Changan,Rostov-on-Don,CN,gasoline,24687,136,UNI-K,3530.0k
24690,5,Middle,Hyundai,Rostov-on-Don,KR,gasoline,24690,62.3k,Solaris,1639.0k
24709,13,Old,Kia,Rostov-on-Don,KR,gasoline,24709,147.3k,Venga,1130.0k
24719,5,Middle,Kia,Rostov-on-Don,KR,gasoline,24719,163.0k,Ceed,1550.0k
24724,7,Middle,BMW,Rostov-on-Don,DE,gasoline,24724,109.0k,3-Series,2920.0k
24729,4,Middle,Renault,Rostov-on-Don,FR,gasoline,24729,38.0k,Kaptur,1990.0k
24750,11,Old,Ford,Rostov-on-Don,USA,gasoline,24750,235.0k,Focus,1100.0k
24758,4,Middle,Toyota,Rostov-on-Don,JP,gasoline,24758,15.0k,Corolla,2565.0k
24759,4,Middle,Toyota,Rostov-on-Don,JP,diesel,24759,44.0k,Land Cruiser Prado,6599.0k
24760,8,Middle,Lada,Makhachkala,RUS,gasoline,24760,32.2k,Granta,630.0k
24771,14,Old,Nissan,Rostov-on-Don,JP,gasoline,24771,343.0k,Teana,1150.0k
24783,5,Middle,Hyundai,Rostov-on-Don,KR,gasoline,24783,68.8k,Sonata,2999.0k
24788,10,Old,Hyundai,Rostov-on-Don,KR,gasoline,24788,180.0k,Solaris,1100.0k
24797,17,Old,Volkswagen,Rostov-on-Don,DE,gasoline,24797,198.0k,Golf,780.0k
24822,16,Old,Opel,Rostov-on-Don,DE,gasoline,24822,161.0k,Astra,879.0k
24841,8,Middle,BMW,Rostov-on-Don,DE,gasoline,24841,165.2k,3-Series,2759.0k
24861,21,Old,BMW,Rostov-on-Don,DE,gasoline,24861,343.0k,X5,900.0k
24862,5,Middle,Toyota,Rostov-on-Don,JP,gasoline,24862,10.0k,RAV4,3800.0k
24925,11,Old,Honda,Rostov-on-Don,JP,gasoline,24925,220.4k,Accord,1649.9k
24931,5,Middle,Skoda,Rostov-on-Don,CZ,gasoline,24931,149.6k,Rapid,1395.0k
24933,4,Middle,Renault,Rostov-on-Don,FR,gasoline,24933,47.0k,Logan,1245.0k
24939,5,Middle,BMW,Rostov-on-Don,DE,diesel,24939,80.0k,X4,5460.0k
24971,4,Middle,Volkswagen,Rostov-on-Don,DE,gasoline,24971,163.5k,Polo,1230.0k
24987,8,Middle,Kia,Rostov-on-Don,KR,gasoline,24987,167.9k,Rio,1199.0k
24988,7,Middle,Toyota,Rostov-on-Don,JP,gasoline,24988,125.5k,Camry,2439.0k
24995,6,Middle,BMW,Rostov-on-Don,DE,diesel,24995,125.0k,X3,3749.9k
25038,7,Middle,Nissan,Rostov-on-Don,JP,gasoline,25038,25.8k,Wingroad,1475.0k
25039,13,Old,Opel,Rostov-on-Don,DE,gasoline,25039,236.4k,Astra,776.0k
25042,12,Old,Nissan,Rostov-on-Don,JP,gasoline,25042,180.0k,Juke,1250.0k
25056,16,Old,Opel,Rostov-on-Don,DE,gasoline,25056,189.0k,Insignia,850.0k
25061,12,Old,Volkswagen,Rostov-on-Don,DE,diesel,25061,170.7k,Caddy,940.0k
25067,12,Old,Mazda,Rostov-on-Don,JP,gasoline,25067,98.6k,Mazda3,1420.0k
25069,21,Old,BMW,Rostov-on-Don,DE,gasoline,25069,249.2k,3-Series,799.9k
25078,7,Middle,Mazda,Rostov-on-Don,JP,gasoline,25078,160.0k,CX-5,2424.9k
25097,1,New,Jetour,Rostov-on-Don,CN,gasoline,25097,1.3k,X70 Plus,2670.0k
25099,14,Old,Kia,Rostov-on-Don,KR,diesel,25099,208.0k,Sportage,1800.0k
25105,13,Old,SsangYong,Rostov-on-Don,KR ,diesel,25105,112.4k,Actyon Sports,1140.0k
25109,4,Middle,BMW,Rostov-on-Don,DE,diesel,25109,50.0k,X1,2589.0k
25111,21,Old,Nissan,Rostov-on-Don,JP,gasoline,25111,350.0k,Almera,310.0k
25114,9,Middle,Lexus,Rostov-on-Don,JP,diesel,25114,56.5k,LX450d,8340.0k
25131,1,New,Lada,Moscow,RUS,gasoline,25131,18.3k,Granta,895.0k
25145,5,Middle,Kia,Rostov-on-Don,KR,gasoline,25145,124.6k,Rio,1570.0k
25149,3,New,Lada,Moscow,RUS,gasoline,25149,22.8k,Granta,927.0k
25150,9,Middle,Toyota,Rostov-on-Don,JP,gasoline,25150,102.7k,Corolla,1609.0k
25151,11,Old,Lada,Moscow,RUS,gasoline,25151,63.6k,Granta,649.0k
25171,17,Old,Toyota,Rostov-on-Don,JP,hybrid,25171,355.0k,Prius,699.0k
25186,5,Middle,Lada,Nizhny Novgorod,RUS,gasoline,25186,85.0k,Granta,700.0k
25204,4,Middle,Skoda,Rostov-on-Don,CZ,gasoline,25204,76.9k,Rapid,1729.0k
25214,5,Middle,Chevrolet,Rostov-on-Don,USA,gasoline,25214,57.0k,Spark,1199.0k
25224,15,Old,Hyundai,Rostov-on-Don,KR,gasoline,25224,231.7k,Accent,575.0k
25225,1,New,Suzuki,Rostov-on-Don,JP,gasoline,25225,100,Baleno,2295.0k
25226,6,Middle,Kia,Rostov-on-Don,KR,gasoline,25226,116.6k,Sorento,2749.0k
25269,15,Old,Daewoo,Rostov-on-Don,KR,gasoline,25269,107.0k,Matiz,270.0k
25277,5,Middle,Ford,Rostov-on-Don,USA,gasoline,25277,110.0k,EcoSport,1529.0k
25308,9,Middle,Hyundai,Rostov-on-Don,KR,gasoline,25308,96.6k,Solaris,1175.0k
25318,4,Middle,Volkswagen,Rostov-on-Don,DE,gasoline,25318,86.3k,Polo,1820.0k
25320,11,Old,Volkswagen,Rostov-on-Don,DE,gasoline,25320,157.0k,Passat CC,1649.9k
25321,16,Old,BMW,Rostov-on-Don,DE,gasoline,25321,79.5k,X6,2539.9k
25328,7,Middle,Lada,Nizhny Novgorod,RUS,gasoline,25328,218.7k,Granta,480.0k
25336,8,Middle,Ford,Rostov-on-Don,USA,gasoline,25336,95.1k,Focus,1260.0k
25344,1,New,EXEED,Rostov-on-Don,CN,gasoline,25344,58,RX,4099.0k
25352,5,Middle,Kia,Rostov-on-Don,KR,gasoline,25352,115.4k,Rio,1550.0k
25360,13,Old,Volkswagen,Rostov-on-Don,DE,gasoline,25360,144.9k,Tiguan,1399.0k
25365,10,Old,Renault,Rostov-on-Don,FR,gasoline,25365,54.7k,Fluence,1085.0k
25372,13,Old,Hyundai,Rostov-on-Don,KR,gasoline,25372,130.0k,Solaris,945.0k
25381,7,Middle,Ford,Rostov-on-Don,USA,gasoline,25381,90.0k,Focus,1400.0k
25386,11,Old,Kia,Rostov-on-Don,KR,gasoline,25386,237.0k,Cerato,1450.0k
25391,12,Old,Nissan,Rostov-on-Don,JP,gasoline,25391,124.3k,Juke,1349.9k
25395,13,Old,Audi,Rostov-on-Don,DE,gasoline,25395,128.0k,A3,1095.0k
25415,13,Old,Kia,Rostov-on-Don,KR,gasoline,25415,175.6k,Optima,1529.0k
25422,20,Old,Mitsubishi,Rostov-on-Don,JP,gasoline,25422,293.1k,Colt,550.0k
25453,13,Old,Infiniti,Rostov-on-Don,JP,gasoline,25453,262.0k,FX37,1880.0k
25472,17,Old,Opel,Rostov-on-Don,DE,gasoline,25472,155.0k,Astra,765.0k
25501,13,Old,Renault,Rostov-on-Don,FR,gasoline,25501,214.0k,Megane,810.0k
25510,11,Old,Lada,Nizhny Novgorod,RUS,gasoline,25510,158.0k,Granta,439.9k
25515,14,Old,BMW,Rostov-on-Don,DE,gasoline,25515,235.0k,5-Series,1750.0k
25533,10,Old,Opel,Rostov-on-Don,DE,gasoline,25533,56.5k,Mokka,1370.0k
25555,10,Old,Hyundai,Rostov-on-Don,KR,gasoline,25555,100.9k,Santa Fe,2199.0k
25589,27,Old,Mazda,Rostov-on-Don,JP,gasoline,25589,250.0k,Eunos Presso,230.0k
25597,10,Old,Kia,Rostov-on-Don,KR,gasoline,25597,86.0k,Rio,1297.0k
25619,15,Old,Audi,Rostov-on-Don,DE,gasoline,25619,233.2k,A8,1450.0k
25623,8,Middle,Lada,Novosibirsk,RUS,gasoline,25623,124.0k,Granta,649.0k
25654,10,Old,Datsun,Rostov-on-Don,JP,gasoline,25654,165.9k,on-DO,619.0k
25662,1,New,Li,Rostov-on-Don,CN,hybrid,25662,70,L7,6299.0k
25684,14,Old,Toyota,Rostov-on-Don,JP,hybrid,25684,150.0k,Prius,1050.0k
25710,8,Middle,Skoda,Samara,CZ,gasoline,25710,220.0k,Rapid,1074.9k
25726,14,Old,Toyota,Samara,JP,gasoline,25726,197.7k,Avensis,950.0k
25746,5,Middle,Lada,Omsk,RUS,gasoline,25746,48.0k,Granta,800.0k
25761,1,New,Kia,Samara,KR,diesel,25761,42.9k,Sorento,4850.0k
25773,1,New,Lada,Rostov-on-Don,RUS,gasoline,25773,20,Granta,1259.0k
25775,2,New,Audi,Samara,DE,hybrid,25775,5.4k,A5,5680.0k
25781,12,Old,Volkswagen,Samara,DE,gasoline,25781,206.0k,Passat CC,1160.0k
25791,2,New,Lada,Rostov-on-Don,RUS,gasoline,25791,65.9k,Granta,920.0k
25793,7,Middle,Lada,Rostov-on-Don,RUS,gasoline,25793,137.3k,Granta,650.0k
25805,5,Middle,Hyundai,Samara,KR,gasoline,25805,34.0k,Elantra,1824.9k
25807,8,Middle,Kia,Samara,KR,gasoline,25807,165.0k,Rio,972.9k
25819,2,New,Lada,Rostov-on-Don,RUS,gasoline,25819,12.5k,Granta,949.9k
25820,7,Middle,Lifan,Samara,CN,gasoline,25820,37.3k,X60,1095.0k
25830,6,Middle,Skoda,Samara,CZ,gasoline,25830,103.0k,Rapid,1400.0k
25839,17,Old,Chevrolet,Samara,USA,gasoline,25839,211.8k,Aveo,279.8k
25840,15,Old,Opel,Samara,DE,diesel,25840,182.9k,Astra,421.4k
25847,4,Middle,Kia,Samara,KR,gasoline,25847,37.5k,K5,3170.0k
25905,10,Old,Renault,Samara,FR,gasoline,25905,131.4k,Duster,1149.0k
25907,8,Middle,Nissan,Samara,JP,gasoline,25907,143.0k,Altima,1400.0k
25918,1,New,Lada,Rostov-on-Don,RUS,gasoline,25918,436,Granta,1089.0k
25930,11,Old,Hyundai,Samara,KR,gasoline,25930,223.6k,Solaris,580.0k
25932,4,Middle,Toyota,Samara,JP,diesel,25932,60.6k,Land Cruiser Prado,6210.0k
25949,13,Old,Hyundai,Samara,KR,diesel,25949,136.7k,Santa Fe,1580.0k
25955,13,Old,Volkswagen,Samara,DE,gasoline,25955,185.7k,Golf Plus,822.9k
25960,6,Middle,Skoda,Samara,CZ,gasoline,25960,330.0k,Octavia,950.0k
25969,9,Middle,Lada,Samara,RUS,gasoline,25969,103.0k,Granta,551.9k
26001,6,Middle,Lada,Samara,RUS,gasoline,26001,132.0k,Granta,665.0k
26004,9,Middle,Kia,Samara,KR,gasoline,26004,10.0k,Venga,1160.0k
26008,22,Old,Toyota,Samara,JP,gasoline,26008,270.0k,Caldina,890.0k
26033,6,Middle,Lada,Samara,RUS,gasoline,26033,109.1k,Granta,689.5k
26041,14,Old,Toyota,Samara,JP,gasoline,26041,264.0k,Camry,1174.9k
26044,15,Old,Kia,Samara,KR,gasoline,26044,206.0k,Spectra,320.0k
26068,14,Old,Mitsubishi,Samara,JP,gasoline,26068,154.0k,Outlander,1744.9k
26134,12,Old,Skoda,Samara,CZ,gasoline,26134,344.8k,Octavia,1000.0k
26135,1,New,Kaiyi,Samara,CN,gasoline,26135,11.7k,E5,1799.0k
26154,8,Middle,Nissan,Samara,JP,gasoline,26154,82.2k,Qashqai,1750.0k
26160,10,Old,Lexus,Samara,JP,gasoline,26160,63.0k,NX200,3250.0k
26161,7,Middle,Lada,Samara,RUS,gasoline,26161,74.3k,Granta,605.9k
26171,7,Middle,Hyundai,Samara,KR,diesel,26171,152.3k,Grand Santa Fe,2340.0k
26181,1,New,Chevrolet,Samara,USA,gasoline,26181,21,Tahoe,9000.0k
26195,9,Middle,Skoda,Samara,CZ,gasoline,26195,164.0k,Octavia,1470.0k
26210,7,Middle,Hyundai,Samara,KR,gasoline,26210,80.0k,Tucson,3355.0k
26228,6,Middle,Toyota,Samara,JP,gasoline,26228,107.0k,Voxy,2299.0k
26229,3,New,Lada,Samara,RUS,gasoline,26229,33.0k,Granta,969.9k
26231,9,Middle,Volkswagen,Samara,DE,gasoline,26231,82.1k,Polo,1070.0k
26248,4,Middle,Renault,Samara,FR,gasoline,26248,32.7k,Kaptur,1650.0k
26251,8,Middle,Hyundai,Samara,KR,gasoline,26251,147.3k,Solaris,797.9k
26275,6,Middle,Kia,Samara,KR,gasoline,26275,99.0k,Rio,1019.9k
26276,9,Middle,Renault,Samara,FR,gasoline,26276,200.0k,Logan,501.9k
26281,5,Middle,Lada,Saint Petersburg,RUS,gasoline,26281,86.8k,Granta,780.0k
26309,12,Old,Chevrolet,Samara,USA,gasoline,26309,144.0k,Cruze,935.0k
26320,10,Old,Skoda,Samara,CZ,gasoline,26320,150.0k,Octavia,1280.0k
26331,11,Old,Skoda,Samara,CZ,gasoline,26331,309.8k,Superb,1330.0k
26360,8,Middle,Renault,Samara,FR,gasoline,26360,66.9k,Sandero,1050.0k
26369,25,Old,Suzuki,Samara,JP,gasoline,26369,224.0k,Baleno,600.0k
26374,6,Middle,Lada,Surgut,RUS,gasoline,26374,67.0k,Granta,710.0k
26387,3,New,Renault,Samara,FR,gasoline,26387,60.0k,Logan,1274.9k
26395,11,Old,Mercedes-Benz,Samara,DE,gasoline,26395,234.0k,S-Class,2200.0k
26398,9,Middle,Ford,Samara,USA,gasoline,26398,140.0k,Fusion,1850.0k
26400,14,Old,Toyota,Samara,JP,diesel,26400,212.5k,Land Cruiser,3500.0k
26402,14,Old,Kia,Samara,KR,gasoline,26402,218.0k,Rio,593.4k
26418,5,Middle,Lada,Surgut,RUS,gasoline,26418,75.8k,Granta,549.0k
26423,2,New,Lada,Surgut,RUS,gasoline,26423,12.2k,Granta,1049.0k
26427,3,New,Kia,Samara,KR,gasoline,26427,60.0k,Sportage,3830.0k
26436,11,Old,Nissan,Samara,JP,gasoline,26436,153.0k,Qashqai,1294.9k
26443,9,Middle,Audi,Samara,DE,gasoline,26443,239.7k,A4,1875.0k
26449,3,New,Skoda,Samara,CZ,gasoline,26449,52.1k,Octavia,2649.0k
26455,1,New,Geely,Samara,CN,gasoline,26455,34,Monjaro,3949.9k
26467,18,Old,Land Rover,Samara,UK,gasoline,26467,286.0k,Rover Range Rover Sport,2055.0k
26478,4,Middle,Kia,Samara,KR,gasoline,26478,27.0k,Sportage,2505.0k
26479,6,Middle,Jaguar,Samara,UK,diesel,26479,71.0k,XF,2303.9k
26490,2,New,Lada,Surgut,RUS,gasoline,26490,47.8k,Granta,930.0k
26527,5,Middle,Renault,Samara,FR,gasoline,26527,74.4k,Sandero Stepway,1249.0k
26543,5,Middle,Kia,Samara,KR,gasoline,26543,46.9k,Sportage,2549.9k
26593,3,New,Lada,Tomsk,RUS,gasoline,26593,66.4k,Granta,790.0k
26594,12,Old,Opel,Samara,DE,gasoline,26594,187.0k,Astra Family,680.0k
26609,1,New,EXEED,Samara,CN,gasoline,26609,35,VX,4840.0k
26618,2,New,Lada,Tomsk,RUS,gasoline,26618,32.9k,Granta,899.0k
26625,1,New,Suzuki,Samara,JP,gasoline,26625,70,Ertiga,2509.6k
26638,6,Middle,Datsun,Samara,JP,gasoline,26638,118.4k,on-DO,651.9k
26646,18,Old,Skoda,Samara,CZ,gasoline,26646,183.3k,Octavia,500.0k
26649,3,New,Chery,Samara,CN,gasoline,26649,26.2k,Tiggo 7 Pro,2160.0k
26656,7,Middle,Mercedes-Benz,Samara,DE,diesel,26656,83.0k,C-Class,2500.0k
26657,3,New,Lada,Tomsk,RUS,gasoline,26657,92.5k,Granta,839.0k
26670,7,Middle,Hyundai,Samara,KR,gasoline,26670,144.6k,Solaris,840.0k
26674,37,Old,Toyota,Samara,JP,gasoline,26674,427.1k,Town Ace,333.0k
26680,5,Middle,Hyundai,Samara,KR,gasoline,26680,76.1k,Creta,1660.0k
26683,2,New,Lada,Tomsk,RUS,gasoline,26683,59.5k,Granta,639.9k
26696,19,Old,Toyota,Samara,JP,gasoline,26696,83.7k,Premio,850.0k
26703,10,Old,Datsun,Samara,JP,gasoline,26703,241.0k,on-DO,420.0k
26706,5,Middle,Chevrolet,Samara,USA,gasoline,26706,98.0k,Malibu,1880.0k
26713,6,Middle,Nissan,Samara,JP,gasoline,26713,113.8k,Qashqai,1740.0k
26732,6,Middle,Hyundai,Samara,KR,gasoline,26732,78.7k,Solaris,1250.0k
26735,6,Middle,Kia,Samara,KR,gasoline,26735,112.0k,Stinger,2720.0k
26742,20,Old,Toyota,Samara,JP,gasoline,26742,165.0k,Avensis,799.0k
26745,2,New,Mercedes-Benz,Samara,DE,gasoline,26745,496,G-Class,28750.0k
26752,5,Middle,Volkswagen,Samara,DE,diesel,26752,48.0k,Touareg,6000.0k
26755,12,Old,Lada,Tomsk,RUS,gasoline,26755,228.0k,Granta,380.0k
26793,7,Middle,Hyundai,Samara,KR,gasoline,26793,116.0k,Solaris,1399.9k
26796,3,New,Kia,Samara,KR,gasoline,26796,45.1k,Rio X (X-Line),1999.9k
26816,14,Old,Mercedes-Benz,Samara,DE,diesel,26816,250.5k,GLK-Class,1480.0k
26820,10,Old,Nissan,Samara,JP,gasoline,26820,99.0k,Juke,1370.0k
26822,3,New,Renault,Samara,FR,gasoline,26822,18.0k,Kaptur,1574.9k
26832,3,New,Skoda,Samara,CZ,gasoline,26832,26.8k,Rapid,1642.8k
26837,8,Middle,Kia,Samara,KR,gasoline,26837,93.4k,Rio,1289.0k
26838,4,Middle,Lada,Ufa,RUS,gasoline,26838,37.5k,Granta,849.0k
26841,13,Old,Ford,Samara,USA,gasoline,26841,160.7k,Focus,799.9k
26852,9,Middle,Lada,Ufa,RUS,gasoline,26852,166.2k,Granta,479.0k
26866,10,Old,Mercedes-Benz,Samara,DE,gasoline,26866,121.0k,GLA-Class,1967.0k
26873,8,Middle,Toyota,Samara,JP,gasoline,26873,86.0k,Land Cruiser,6150.0k
26874,11,Old,Kia,Samara,KR,diesel,26874,148.2k,Sorento,1987.0k
26945,5,Middle,Volkswagen,Samara,DE,gasoline,26945,65.0k,Tiguan,2650.0k
26989,4,Middle,Chery,Samara,CN,gasoline,26989,22.8k,Tiggo 4,1674.9k
27007,11,Old,Chevrolet,Samara,USA,gasoline,27007,67.0k,Spark,704.9k
27011,4,Middle,Lada,Ufa,RUS,gasoline,27011,35.2k,Granta,639.0k
27020,11,Old,Peugeot,Samara,FR,gasoline,27020,216.0k,301,504.9k
27030,15,Old,Peugeot,Samara,FR,gasoline,27030,175.2k,308,445.0k
27052,18,Old,BMW,Samara,DE,gasoline,27052,252.0k,X5,1675.0k
27069,13,Old,Chevrolet,Samara,USA,gasoline,27069,233.0k,Epica,679.0k
27072,7,Middle,Mercedes-Benz,Samara,DE,gasoline,27072,107.4k,E-Class,3940.0k
27074,4,Middle,Hyundai,Samara,KR,gasoline,27074,58.7k,Solaris,1648.6k
27091,1,New,Lada,Ufa,RUS,gasoline,27091,10.4k,Granta,939.0k
27106,18,Old,Toyota,Samara,JP,gasoline,27106,170.0k,Corolla,850.0k
27125,12,Old,Chevrolet,Samara,USA,gasoline,27125,127.0k,Cruze,827.0k
27137,11,Old,Lada,Ufa,RUS,gasoline,27137,102.5k,Granta,400.0k
27150,1,New,EXEED,Samara,CN,gasoline,27150,25,RX,4260.0k
27191,16,Old,Honda,Samara,JP,gasoline,27191,225.0k,CR-V,1170.0k
27213,27,Old,Fiat,Samara,IT,gasoline,27213,265.0k,Brava,310.9k
27217,3,New,BMW,Samara,DE,gasoline,27217,25.6k,5-Series,4100.0k
27225,6,Middle,Lada,Chelyabinsk,RUS,gasoline,27225,92.0k,Granta,598.0k
27228,16,Old,Mazda,Samara,JP,gasoline,27228,286.0k,Mazda3,842.9k
27246,12,Old,BMW,Samara,DE,gasoline,27246,250.0k,X5,2299.0k
27268,9,Middle,Hyundai,Samara,KR,gasoline,27268,245.0k,Solaris,799.0k
27269,12,Old,Ford,Samara,USA,gasoline,27269,217.0k,Focus,875.0k
27286,17,Old,Mitsubishi,Samara,JP,gasoline,27286,228.0k,Lancer,730.0k
27291,10,Old,Ford,Samara,USA,gasoline,27291,316.0k,Focus,800.0k
27299,2,New,Lada,Chelyabinsk,RUS,gasoline,27299,11.7k,Granta,860.0k
27306,5,Middle,Lada,Chelyabinsk,RUS,gasoline,27306,93.0k,Granta,719.0k
27325,7,Middle,Renault,Samara,FR,gasoline,27325,152.3k,Sandero,806.8k
27327,11,Old,BMW,Samara,DE,diesel,27327,160.7k,X6,2800.0k
27328,11,Old,Citroen,Samara,FR,gasoline,27328,217.0k,C4,710.0k
27329,6,Middle,Lada,Chelyabinsk,RUS,gasoline,27329,51.0k,Granta,745.0k
27348,6,Middle,Skoda,Samara,CZ,gasoline,27348,117.0k,Octavia,1749.9k
27350,12,Old,Lada,Chita,RUS,gasoline,27350,15.7k,Granta,430.0k
27361,16,Old,Skoda,Samara,CZ,gasoline,27361,189.0k,Fabia,380.0k
27395,4,Middle,Geely,Samara,CN,gasoline,27395,37.0k,Atlas,1974.9k
27399,9,Middle,Toyota,Samara,JP,diesel,27399,102.0k,Land Cruiser Prado,3900.0k
27408,5,Middle,Mitsubishi,Samara,JP,diesel,27408,40.5k,Pajero Sport,3403.9k
27420,3,New,Lada,Voronezh,RUS,gasoline,27420,44.7k,Granta Cross,1050.0k
27421,18,Old,Ford,Samara,USA,gasoline,27421,159.0k,Mondeo,560.0k
27424,3,New,Haval,Samara,CN,gasoline,27424,32.9k,F7x,2085.0k
27440,1,New,Lada,Kazan,RUS,gasoline,27440,15.0k,Granta Cross,1060.0k
27474,1,New,Lada,Rostov-on-Don,RUS,gasoline,27474,80,Granta Cross,1315.0k
27492,27,Old,Mercedes-Benz,Saint Petersburg,DE,diesel,27492,2.0k,G-Class,15500.0k
27493,1,New,RAM,Saint Petersburg,USA,gasoline,27493,88,1500,10640.0k
27503,6,Middle,Mazda,Saint Petersburg,JP,gasoline,27503,96.0k,CX-5,2750.0k
27524,15,Old,Opel,Saint Petersburg,DE,gasoline,27524,269.5k,Astra,550.0k
27525,6,Middle,BMW,Saint Petersburg,DE,diesel,27525,62.4k,X4,4249.8k
27543,1,New,Lada,Samara,RUS,gasoline,27543,16.8k,Granta Cross,1146.1k
27546,13,Old,Toyota,Saint Petersburg,JP,gasoline,27546,75.0k,Wish,1550.0k
27551,5,Middle,Skoda,Saint Petersburg,CZ,diesel,27551,146.0k,Kodiaq,2599.0k
27557,5,Middle,Renault,Saint Petersburg,FR,gasoline,27557,85.0k,Kaptur,1749.0k
27558,5,Middle,Geely,Saint Petersburg,CN,gasoline,27558,114.0k,Atlas,1550.0k
27560,5,Middle,Hyundai,Saint Petersburg,KR,gasoline,27560,93.7k,Creta,1990.0k
27562,4,Middle,Volkswagen,Saint Petersburg,DE,gasoline,27562,100.5k,Polo,1470.0k
27582,10,Old,Opel,Saint Petersburg,DE,gasoline,27582,261.0k,Astra,845.0k
27588,6,Middle,Toyota,Saint Petersburg,JP,gasoline,27588,125.0k,Camry,2798.0k
27591,1,New,Mitsubishi,Saint Petersburg,JP,gasoline,27591,47,ASX,3240.0k
27601,11,Old,Volkswagen,Saint Petersburg,DE,gasoline,27601,190.8k,Jetta,830.0k
27605,16,Old,Nissan,Saint Petersburg,JP,gasoline,27605,247.7k,Qashqai,915.0k
27622,7,Middle,Renault,Saint Petersburg,FR,gasoline,27622,91.4k,Kaptur,1520.8k
27642,12,Old,Ford,Saint Petersburg,USA,gasoline,27642,250.0k,Focus,696.7k
